epoch,val_auc,val_logloss,val_pr_auc
1,0.9642782605734027,0.029451967550254497,0.25421094984147297
2,0.9649125826242221,0.01997194643307943,0.25874904031619805
3,0.9649509201347171,0.01680461567951779,0.26057848219989355
