model,epochs,lr,l2,dropout,memory_hops,seed,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
DMR,3,0.0005,1e-06,0.5,2,2025,0.9738163778635457,0.010667501495655967,0.2866141834622424,0.002409403297091558,25.287187099456787,0.9720388018206164,0.010790285536011291,0.279358859265057,0.0024081378554013247,26.400861501693726,418.1126551628113
DMR,3,0.001,1e-06,0.5,2,2025,0.9738496009503956,0.0106780959347685,0.2861573895854526,0.002411431594941884,25.951820850372314,0.9720783480401243,0.010802910065880638,0.27852638053516854,0.0024101156642040993,26.074008464813232,413.72383165359497
DMR,3,0.002,1e-06,0.5,2,2025,0.97376916180466,0.010668802463395148,0.28459684106627237,0.0024071983266596617,23.91970157623291,0.9719924453415203,0.010785221886212183,0.27750138257784296,0.0024027613932895327,24.67588210105896,410.1869351863861
