model,epochs,lr,l2,dropout,embed_dim,seed,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
DeepFM,3,0.0005,0.0001,0.5,8,2025,0.946187741199574,0.01266674249931588,0.1962342048127031,0.002593871600416825,25.35982656478882,0.9405100888361474,0.012840994194541547,0.18647804352334382,0.002586005937687208,24.899070978164673,419.5788857936859
DeepFM,3,0.001,0.0001,0.5,8,2025,0.9699256112499919,0.011181490505396428,0.25141327945363895,0.0024825003102119775,25.604966402053833,0.9683146850451085,0.01129212056200751,0.24088419148145662,0.0024788159729631737,25.761463165283203,411.1967077255249
DeepFM,3,0.002,0.0001,0.5,8,2025,0.971984740932954,0.010995359656279693,0.262248359094633,0.00246625540106221,26.80489444732666,0.9703236854276476,0.011105982116457396,0.24990530893123242,0.0024632196769842607,25.045082807540894,413.8560206890106
