model,epochs,lr,l2,dropout,embed_dim,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
DeepFM,3,0.001,1e-05,0.5,8,0.9731858585906956,0.0106704050977616,0.2846123976790047,0.0024056094542022,251.52432489395144,0.9713884791477324,0.0107909253854062,0.2762589726235124,0.0024038148556582,253.1655919551849,4043.0409574508662
DeepFM,3,0.001,1e-05,0.5,16,0.9731858585906956,0.0106704050977616,0.2846123976790047,0.0024056094542022,345.8937740325928,0.9713884791477324,0.0107909253854062,0.2762589726235124,0.0024038148556582,544.9857013225555,4720.90149974823
DeepFM,3,0.001,1e-05,0.5,32,0.9731858585906956,0.0106704050977616,0.2846123976790047,0.0024056094542022,686.0479962825775,0.9713884791477324,0.0107909253854062,0.2762589726235124,0.0024038148556582,656.7755742073059,8920.97379231453
