model,epochs,lr,l2,dropout,attention_hidden_size,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
DIN,3,0.001,1e-05,0.5,32,0.973058147834205,0.0106770890327543,0.2860989225515092,0.0024058893796974,258.9853160381317,0.971456798018902,0.0107748669208512,0.2788864570637029,0.0024002275353825,273.24061274528503,3995.434948921204
DIN,3,0.001,1e-05,0.5,64,0.973058147834205,0.0106770890327543,0.2860989225515092,0.0024058893796974,670.6751308441162,0.971456798018902,0.0107748669208512,0.2788864570637029,0.0024002275353825,713.466668844223,4947.092787981033
DIN,3,0.001,1e-05,0.5,128,0.973058147834205,0.0106770890327543,0.2860989225515092,0.0024058893796974,587.7971305847168,0.971456798018902,0.0107748669208512,0.2788864570637029,0.0024002275353825,546.0884380340576,8680.75428032875
