model,epochs,lr,l2,dropout,embed_dim,seed,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
FFM,3,0.001,1e-05,0.5,4,2025,0.8894157388169677,0.014445527984671979,0.16652896355955907,0.002699171231423666,286.3546187877655,0.8855161089658589,0.014534570801221908,0.1623735664101095,0.002677338337004965,325.602041721344,6671.054491758347
FFM,3,0.001,1e-05,0.5,8,2025,0.8295890141506317,0.019552524900037532,0.15879817757733938,0.002808974227753162,315.2001841068268,0.8329321503596807,0.019289598746583876,0.1478253629059396,0.0028083940680076543,306.88440203666687,5389.994808673859
FFM,3,0.001,1e-05,0.5,16,2025,0.792131452142729,0.018851362297017796,0.15749609619117672,0.0028117371288817745,298.1291711330414,0.7978987167549203,0.018585467478431282,0.14678096295242143,0.0028316646439523413,298.2536942958832,4844.97265958786
