model,epochs,lr,l2,dropout,embed-dim,seed,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
DeepFM,3,0.001,1e-05,0.5,8,2025,0.9619683742971324,0.011611123028345743,0.2438901957245746,0.002507122797016724,228.45801973342896,0.9583106519844465,0.011761479948654584,0.23300458012681466,0.002503711821822385,230.3129243850708,3645.4459388256073
DeepFM,3,0.001,1e-05,0.5,16,2025,0.9516932481025382,0.012093571667131656,0.23011120565730764,0.0025422001300742783,212.91205167770386,0.9491138492936723,0.012241857122894025,0.21859530535117222,0.0025386860176709056,213.56317257881165,3381.244125843048
DeepFM,3,0.001,1e-05,0.5,32,2025,0.9586114507373705,0.012261621012961906,0.21726944596993628,0.0026130523302737765,241.71552515029907,0.9550631705171174,0.012380625691943474,0.2035127772041373,0.00260515254612024,376.13415145874023,3528.085697889328
