model,epochs,lr,l2,dropout,conv_layers,seed,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
CTNet,3,0.0005,1e-06,0.3,3,2025,0.9736325504732676,0.010674361869648697,0.28461855934900304,0.002410383199182093,28.212993383407593,0.9716016245747684,0.010801260327500554,0.2776487665586611,0.002407622830270633,27.387839555740356,479.3415102958679
CTNet,3,0.001,1e-06,0.3,3,2025,0.9735689719026068,0.010676768019560629,0.28540156214212475,0.0024097207626281245,27.01756739616394,0.9717832270265331,0.010798229549083896,0.2774946735541752,0.002409373093559023,27.09237837791443,483.3731646537781
CTNet,3,0.002,1e-06,0.3,3,2025,0.9733209126050661,0.010724913335009134,0.2825834117037649,0.0024151092502349217,28.13530397415161,0.9717414868384147,0.010842680329244724,0.2737386275273667,0.002416246606200893,27.30111074447632,456.9920246601105
