model,epochs,lr,l2,dropout,dnn_hidden_units,cross_num,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
DCN,3,0.001,1e-05,0.5,256 128 64,1,0.973129188264045,0.0106915724634066,0.2824599615819301,0.0024106227039936,251.85294580459595,0.9714290111746778,0.0108022165342241,0.2741135903854789,0.0024073451666906,266.9225730895996,4052.659847021103
DCN,3,0.001,1e-05,0.5,256 128 64,2,0.9730633636108766,0.0106626979026926,0.2856855864705365,0.0024041176031415,531.6899509429932,0.9714348529994398,0.0107802034216974,0.2780102396156403,0.0024008001065368,693.4617717266083,4826.5933356285095
DCN,3,0.001,1e-05,0.5,256 128 64,3,0.9733652653729834,0.0106644395972702,0.285364869603761,0.0024039136220443,657.8426470756531,0.9713002962841312,0.0107857173987533,0.2770951467060042,0.0024017587210578,530.108794927597,8907.256692409515
