model,epochs,alpha,beta,l1,l2,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
FTRL,3,0.05,1.0,1.0,1e-05,0.9649509201347171,0.01680461567951779,0.26057848219989355,0.0025171138435157833,220.1507444381714,0.9610497872461589,0.016822245385635825,0.25514039220405604,0.0025043168801911764,224.74450826644897,3650.47362971306
