model,epochs,lr,l2,dropout,conv_layers,seed,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
CTNet,3,0.001,1e-05,0.5,2,2025,0.9730858339147259,0.010686743796632106,0.28650664022282346,0.0024069908352715524,387.89091777801514,0.9709566926662127,0.010815883678084646,0.2770999468237708,0.00240624520639875,333.4925491809845,6668.630455493927
CTNet,3,0.001,1e-05,0.5,3,2025,0.9730454974304245,0.010745105895313032,0.2824540673213748,0.0024172243872720516,324.9328372478485,0.9712692854676221,0.010866710247022472,0.2736626718804921,0.0024139702472252547,327.8488721847534,5350.10400557518
CTNet,3,0.001,1e-05,0.5,4,2025,0.97357731319061,0.0107350572358067,0.2826906436793043,0.0024189662313294177,365.5870089530945,0.9716698769751124,0.010860924761896953,0.2734011094766321,0.002416042916541284,348.35220193862915,5242.083222389221
