model,epochs,lr,l2,dropout,memory_hops,seed,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
DMR,3,0.001,1e-05,0.5,1,2025,0.973231563056022,0.010654542077822706,0.28674312728630896,0.0024030224296790153,265.39904594421387,0.9713158439082228,0.010772450627614661,0.2787965126058899,0.002399789242149214,292.319415807724,6387.636264562607
DMR,3,0.001,1e-05,0.5,2,2025,0.972518110008873,0.010732813493950675,0.2849774760788848,0.002411395256925472,374.7768349647522,0.9709351715698309,0.010846144458067232,0.2758328997809462,0.0024070888501171992,355.1637284755707,5041.58234000206
