model,epochs,alpha,beta,l1,l2,seed,val_auc,val_logloss,val_pr_auc,val_brier,val_infer_time,test_auc,test_logloss,test_pr_auc,test_brier,test_infer_time,train_time
FTRL,3,0.05,1.0,0.1,1e-06,2025,0.9643191167978873,0.022938396967136194,0.256939473086794,0.0026538243541424575,29.763901948928833,0.9603892465760385,0.022944283299870697,0.25182015335895963,0.0026400071308906453,27.59228801727295,480.30096101760864
FTRL,3,0.05,1.0,0.1,1e-05,2025,0.9643191524987039,0.022938417716275483,0.2569394049626633,0.002653824979148116,26.056803464889526,0.9603893189292375,0.02294430403037408,0.2518200370412728,0.0026400077617920958,26.84023904800415,446.6530690193176
FTRL,3,0.05,1.0,0.1,0.0001,2025,0.9643191918123346,0.02293842515225784,0.2569394122291634,0.002653825221564449,27.780476093292236,0.9603893531254383,0.022944311454228074,0.25182009050238663,0.0026400079937288906,26.313132286071777,440.0028371810913
FTRL,3,0.05,1.0,1.0,1e-06,2025,0.9641105496350811,0.023146012060129298,0.2566406442048036,0.0026601192177538695,26.93053936958313,0.959800034787826,0.02315213141988884,0.2514541620371386,0.002646338956260953,26.867210149765015,440.03731417655945
FTRL,3,0.05,1.0,1.0,1e-05,2025,0.9641105747305414,0.023145968919385963,0.2566406182164016,0.0026601179955972614,27.378576040267944,0.9598000416505955,0.023152088326864606,0.2514541713853894,0.0026463377242108106,26.885685682296753,444.23969984054565
FTRL,3,0.05,1.0,1.0,0.0001,2025,0.9641105787318296,0.023145950229236864,0.25664063434768586,0.002660117497625744,27.990323781967163,0.9598000825134868,0.02315206968842332,0.25145417564451544,0.0026463372352592126,27.23132586479187,445.92786598205566
FTRL,3,0.05,1.0,10.0,1e-06,2025,0.9656260290284552,0.024443967241315475,0.25454294547410256,0.002700554155713918,45.48230242729187,0.9623100747616815,0.024447647454672018,0.24966069061636598,0.002686010104343826,45.10722613334656,712.3267385959625
FTRL,3,0.05,1.0,10.0,1e-05,2025,0.9656260325635742,0.024443970548287508,0.254542992399465,0.002700554614430972,27.948520183563232,0.96231007421266,0.024447650655790187,0.24966056499565997,0.0026860105288620223,28.694435834884644,498.4014492034912
FTRL,3,0.05,1.0,10.0,0.0001,2025,0.9656260503168639,0.024443966037965583,0.2545431270028374,0.00270055417807406,28.709994554519653,0.962310080565624,0.02444764613302753,0.24966060311128047,0.002686010089859834,29.16728115081787,497.6710000038147
